product_description,product_image,product_price,product_title
" Playback- Leave all charging worries at bay as the Rockerz 255 Pro+ comes with a humongous battery back up of 60 Hours  
 ASAP Charge- With a few minutes of ASAP Charge you can get upto 10 hours of audio time by charging them for only 10 mins  
 Drivers- The unbeatable boAt signature sound shines through no matter what are you playing courtesy its 10mm drivers; IP Rating- Rockerz 255 Pro+ are perfect for the outdoors and daily workout as they are IPX7 rated  
 Controls- Its multi-function Integrated controls lends an intuitive listening experience with volume increase and Decrease and Stop and Play buttons  
 Frequency Range: 20hz - 20khz; Control Type: Voice Control  ",https://m.media-amazon.com/images/I/41NVmSPAgAL._SY300_SX300_.jpg,"₹1,299","boAt Rockerz 255 Pro+ Bluetooth in Ear Neckband with Upto 60 Hours Playback, ASAP Charge, IPX7, Dual Pairing and Bluetooth v5.2(Active Black)"
" Touch Control Headphone - Change track & Volume control with the touch controls on the headphone  
 18 Hours Playtime - Enjoy an extended listening time with your favorite tracks on repeat with Bash Max overhead headphones that boasts of up to 18 hours of playtime  
 Comfort Fit - Wear them for as long as you want. With the comfort fit design, you will barely feel them around your ears  
 Latest Bluetooth v5.3: With its strong and stable connectivity with up to 10M and built-in mic ensures good calling experience  
 Superior Sound: Bash Max Hammer headphone are powered by 40 MM powerful sound drivers for great sound experience. Quality Ear Cushions - It has been ergonomically designed and structured as an over-ear headphone to provide the best user experience with its good quality ear cushions  ",https://m.media-amazon.com/images/I/315ZO+wzU7L._SY300_SX300_.jpg,"₹2,399","HAMMER Bash Max Over The Ear Wireless Bluetooth Headphones with Mic, Touch Control, Deep Bass, Upto 18 Hours Playtime, Bluetooth 5.3, Workout/Travel (Apricot)"
" Playback- Leave all charging worries at bay as the Rockerz 255 Pro+ comes with a humongous battery back up of 60 Hours;ASAP Charge- With a few minutes of ASAP Charge you can get upto 10 hours of audio time by charging them for only 10 mins  
 Drivers- The unbeatable boAt signature sound shines through no matter what are you playing courtesy its 10mm drivers;IP Rating- Rockerz 255 Pro+ are perfect for the outdoors and daily workout as they are IPX7 rated  
 Controls- Its multi-function Integrated controls lends an intuitive listening experience with volume increase and Decrease and Stop and Play buttons;Dual Pairing- This neckband features dual pairing so that you can connect 2 devices at once. Live a wireless life with advanced BT 5.0 technology  
 Magnetic Earbuds- Live tangle- free life with its magnetic earbuds. Note: They do not support play/pause function; Voice Assistant- Check weather, news, and latest cricket scores with a single press VA on Google and SIRI with its single press voice assistant  
 Control Type: Voice Control; Frequency Range: 20hz - 20khz  ",https://m.media-amazon.com/images/I/41lk9rn1q-L._SX300_SY300_QL70_ML2_.jpg,"₹1,299","boAt Rockerz 255 Pro+ Bluetooth in Ear Neckband with Upto 60 Hours Playback, ASAP Charge, IPX7, Dual Pairing and Bluetooth v5.2(Navy Blue)"
" Wireless headphone  
 Ergonomic design  
 40mm drivers  
 32 hours* of playback time  
 Dual pairing  
 Voice assistant support  ",https://m.media-amazon.com/images/I/41i-9PVm2yL._SY300_SX300_.jpg,₹999,ZEBRONICS Zeb-Duke 2 Wireless Headphone That Comes with 40mm Drivers and has Dual Pairing Function and has 32 hrs. of Playback time.(Black)
" Playback- Airdopes Atom 81 offer a total playtime of up to 50HRS, including up to 10HRS of playtime per earbud.  
 Clear Voice Calls- Be heard clear across voice calls without those usual interruptions, with the Quad Mics ENx Tech enabled Airdopes Atom 81, that cancels out unwanted background noises during calls.  
 Drivers- Delve into the boAt immersive auditory experience on Airdopes Atom 81 TWS earbuds courtesy its 13mm audio drivers. Frequency - 20Hz-20KHz  
 Super Low Latency- Enjoy a lag less entertainment experience with BEAST Mode for low latency(50ms) so that your gaming sessions always stay smooth.  
 ASAP Charge - Courtesy our ASAP Charge tech, the earbuds can garner up to 60Min of playtime in just 5Min of charging.  
 Bluetooth Version- Its quipped with the latest Bluetooth v5.3 for faster connectivity.  
 Instant Connect- The IWP tech makes it easier to power on the earbuds which occurs as soon as you open the case lid when the earbuds are being kept inside.  ",https://m.media-amazon.com/images/I/41cU0ptdpWL._SX300_SY300_QL70_FMwebp_.jpg,"₹1,099","boAt Airdopes Atom 81 TWS Earbuds with Upto 50H Playtime, Quad Mics ENx™ Tech, 13MM Drivers,Super Low Latency(50ms), ASAP™ Charge, BT v5.3(Opal Black)"
" Latest BT version v5.3 – Fastrack FPods bring you the latest BT version to enjoy seamless and uninterrupted connectivity  
 Extra 40 Hours Playtime – Charge once and enjoy a mega playtime of 40 hours on your Fpods  
 13 mm Dynamic Bass Drivers – Feel the extra bass, crisp clear sound and deep dive into the world of your music  
 ""Quad Mic ENC – Enhanced quad mic ENC for you to enjoy your audio experience to the fullest and superior call quality ""  
 Ultra-Low Latency – Hear the footsteps of your opponents and revolutionize your gaming experience with 50ms ultra low latency  
 3C NitroFast Charge – Charge your buds for 10 min and power your buds for 150 min InstaSync Hall Sensor – Open, Connect, Play with the FPod’s instant pair  
 Voice Assistant – Tap on your buds to activate voice assistant and be a step ahead in the world  ",https://m.media-amazon.com/images/I/41hOU8ivgjL._SY300_SX300_.jpg,₹899,Fastrack Fpods(New Launch) FX100 Bluetooth TWS In-Ear Earbuds with 40 Hrs Playtime|BT V5.3|13mm Extra Deep Bass Drivers|Quad Mic ENC for Clear Calls|Ultra Low 50ms Latency Gaming Mode|NitroFast Charge
" 60 hours of total playtime – Mammoth battery power makes the Z40 earbuds stop at nothing.  
 10 mins charge = 100 mins playtime. Lightning Boult Type-C fast charging makes this possible, getting your buds ready in no time.  
 Zen Mode – The Environmental Noise Cancellation mode wards off unwanted noise, making your calls crystal clear.  
 Low latency gaming – Have an uninterrupted gaming experience with no lags  
 10mm BoomX tech drivers deliver deep, dynamic bass that adds the much-needed thrill to your entertainment.  ",https://m.media-amazon.com/images/I/41pmNL8xcEL._SX300_SY300_QL70_ML2_.jpg,"₹1,199","Boult Audio Z40 True Wireless in Ear Earbuds with 60H Playtime, Zen™ ENC Mic, Low Latency Gaming, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, IPX5, Bluetooth 5.3 Ear Buds TWS (Blue)"
" ACTIVE NOISE CANCELLATION: Tune out the Noise & Tune in to your Music with JBL Tune 760NC wireless headset.; JBL PURE BASS SOUND: For over 70 years, JBL has engineered the precise, impressive sound found in big venues around the world. These Bluetooth headphones reproduce that same JBL sound, punching out bass that’s both deep and powerful.  
 UP TO 50 HOURS PLAYTIME: Listen wirelessly for up to 35 hours with Active Noise Cancellation or up to 50 hours without Noise Cancellation for long-lasting fun. Recharge the battery quickly in 2 hours or enjoy endlessly in wired mode using the detachable AUX cable provided.  
 GOOGLE FAST PAIR: Thanks to Fast Pair enabled by Google, the JBL Tune 760NC are immediately connected to your Android device. You can also pair multiple devices just by tapping on the devices’ screen.  
 DUAL PAIRING (MULTI-POINT CONNECTION): Allows you to effortlessly switch from one Bluetooth device to another. You can simply switch from a video on your tablet to a call on your mobile phone so that you’ll never miss a call.  
 Model: Jblt760ncblue  ",https://m.media-amazon.com/images/I/31LuPNjTosL._SX300_SY300_QL70_ML2_.jpg,"₹4,999","JBL Tune 760NC, Wireless Over Ear Active Noise Cancellation Headphones with Mic, Upto 50 Hours Playtime, Multi-Device Connectivity, Pure Bass, AUX & Voice Assistant Support for Mobile Phones (Blue)"
" Pure Bass That Never Stops: soundcore H30i wireless on-ear headphones feature 40mm oversized drivers to consistently deliver powerful audio, alongside enhanced pure bass, to bring your music to life.  
 Long-Lasting Playtime: Never stop the music with an impressive 70-hour battery life on a single charge. Experience lightning-fast charging with soundcore H30i, giving 4 hours of playtime on a quick 5-minute charge.  
 Lightweight and Comfortable: soundcore H30i on-ear wireless headphones are ideal for those longer listening sessions at only 183g. Crafted with soft, detachable earcups and an ergonomic shape, ear fatigue is a thing of the past.  
 Seamless and Stable Connection: Experience the best of both worlds with Bluetooth 5.3. Whether listening to music or watching a film, seamlessly switch between devices to pick up an incoming call or watch a quick video.  
 App Customization: Create a totally personalized listening experience with the soundcore app. Customize your own EQ settings or choose from preset options, enjoy relaxing white noise, and more.  ",https://m.media-amazon.com/images/I/31si1qniyuL._SY300_SX300_.jpg,"₹2,799","soundcore by Anker H30i Wireless On-Ear Headphones, Foldable Design, Pure Bass, 70H Playtime, Bluetooth 5.3, Lightweight and Comfortable, App Connectivity, Multipoint Connection (Black)"
" Long Playtime: Watch your comfort movies and web series on repeat with the boAt Rockerz 245V2 Pro Neckband Earphones. Lending up to 30 hours of performance, these earphones are the perfect audio accessory for heightened relaxation.  
 boAt Signature Sound: Engage yourself in rich bass and high treble while grooving to the latest tracks in your car or at the gym or cafe. Powerful 10 mm drivers pump out balanced boAt Signature Sound, making these earphones a delight for music lovers.  
 Dual Device Pairing: Pair these earphones with two devices for convenient multi-tasking. Now switch easily between attending virtual meetings on your laptop and working to the beats of your playlist.  
 BEAST Mode: Experience fast-paced gaming like never before when you combat your opponents in style. Sporting a low latency of up to 60 ms, BEAST mode offers lag-free gaming sessions for a realistic feel.  
 ENx Technology: Answer calls regardless of your location with the ENx tech-enabled mics of these earphones. Whether you are stuck in traffic or walking on busy streets, you can listen and talk with superior clarity, devoid of background sounds.  
 Bluetooth Compatibility: The Bluetooth v5.2 connectivity of these earphones keeps you plugged into the sound non-stop for up to 10 m. Enjoy long phone calls with your friends and family even when you’re on the move.  
 ASAP Charge: Don’t let low battery play spoilsport to your entertainment. Featuring ASAP Charging, these earphones can boost the playtime by about 10 hours with just 10 minutes of charging.  ",https://m.media-amazon.com/images/I/411Q2oYRoPL._SY300_SX300_.jpg,"₹1,099","boAt Rockerz 245 v2 Pro Wireless in Ear Neckband with Up to 30 hrs Playtime, ENx Tech, ASAP Charge, Beast Mode, Dual Pairing, Magnetic Buds,USB Type-C Interface&IPX5(Active Black)"
" Zeb-Duke is a wireless headphone with a mic that is an up on style with comfortable ear cushions, adjustable headband, and RGB lights. Inline Remote : Yes  
 Speaker Impedance 32ΩFrequency Response 20Hz - 20kHz.Bluetooth works in range of 10 m only without obstacles  
 Charging time 2hrs, Playback time 60 hrs*,Talk time 30 hrs*  
 Wireless BTVoice assistant supportAUX Function  
 Adjustable HeadbandMedia/Volume controlCall FunctionBuilt-in Rechargeable Battery  
 There is a voice assistant feature, a multifunction button that controls media and volume along with an AUX input as well  
 Listen to your favorite tracks all day long as the headphone comes with 60 hours of playback time  ",https://m.media-amazon.com/images/I/4143VjTBaHL._SY300_SX300_.jpg,"₹1,299",ZEBRONICS Duke 60hrs Playtime Bluetooth Wireless Over Ear Headphone with Mic (Black)
